[INFO] | 2026-06-21 06:58:19 PM | analyzer.parity_wallet_bug_2 | Analysis started at: 2026-06-21 06:58:19 PM
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Callgraph generation started!
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Callgraph generation finished!
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Interprocedural CFG generation started!
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Interprocedural CFG generation finished!
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Storage dependency graph generation started!
[WARNING] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Issues with getting the high level call destination address
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Storage dependency graph generation finished!
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Value Range Analysis started
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Range graph generated
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Processed function slitherConstructorConstantVariables
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Generating return summary for revoke
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Return summary generated for revoke
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | State variable assignement do not exist
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Processed function revoke
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Generating return summary for changeOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Return summary generated for changeOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | State variable assignement do not exist
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Processed function changeOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Generating return summary for addOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Return summary generated for addOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | State variable assignement do not exist
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Processed function addOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Generating return summary for removeOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Return summary generated for removeOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | State variable assignement do not exist
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Processed function removeOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Generating return summary for changeRequirement
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Return summary generated for changeRequirement
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | State variable assignement do not exist
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Processed function changeRequirement
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Generating return summary for isOwner
[INFO] | 2026-06-21 06:58:20 PM | analyzer.parity_wallet_bug_2 | Return summary generated for isOwner
