dataset,contract,domain,rep,total_s,fixpoint_s,encoded,status
qian,15822,Box,1,0.68,0.0,False,ERR
qian,16018,Box,1,0.57,0.0,False,OK
qian,16521,Box,1,0.58,0.0,False,OK
qian,1667,Box,1,0.56,0.0,False,OK
qian,16957,Box,1,1.42,0.6071,True,OK
qian,16957,Box,2,1.43,0.6111,True,OK
qian,16957,Box,3,1.43,0.6207,True,OK
qian,16957,Octagon,1,1.43,0.6198,True,OK
qian,16957,Octagon,2,1.43,0.6177,True,OK
qian,16957,Octagon,3,1.44,0.6252,True,OK
qian,16957,Polka,1,1.44,0.6268,True,OK
qian,16957,Polka,2,1.42,0.6195,True,OK
qian,16957,Polka,3,1.43,0.6215,True,OK
qian,177,Box,1,0.7,0.0,False,ERR
qian,17806,Box,1,1.45,0.6069,True,OK
qian,17806,Box,2,1.48,0.6095,True,OK
qian,17806,Box,3,1.41,0.6095,True,OK
qian,17806,Octagon,1,1.42,0.622,True,OK
qian,17806,Octagon,2,1.42,0.6212,True,OK
qian,17806,Octagon,3,1.43,0.6266,True,OK
qian,17806,Polka,1,1.42,0.6155,True,OK
qian,17806,Polka,2,1.42,0.6229,True,OK
qian,17806,Polka,3,1.43,0.6183,True,OK
qian,17816,Box,1,1.43,0.6107,True,OK
qian,17816,Box,2,1.41,0.608,True,OK
qian,17816,Box,3,1.45,0.6109,True,OK
qian,17816,Octagon,1,1.41,0.615,True,OK
qian,17816,Octagon,2,1.42,0.6157,True,OK
qian,17816,Octagon,3,1.41,0.6193,True,OK
qian,17816,Polka,1,1.41,0.6156,True,OK
qian,17816,Polka,2,1.41,0.6128,True,OK
qian,17816,Polka,3,1.41,0.6142,True,OK
qian,1824,Box,1,0.99,0.0,False,OK
qian,1851,Box,1,0.98,0.0,False,OK
qian,19294,Box,1,0.78,0.0,False,OK
qian,19692,Box,1,1.4,0.6077,True,OK
qian,19692,Box,2,1.4,0.6065,True,OK
qian,19692,Box,3,1.42,0.6067,True,OK
qian,19692,Octagon,1,1.42,0.6116,True,OK
qian,19692,Octagon,2,1.42,0.6133,True,OK
qian,19692,Octagon,3,1.43,0.6287,True,OK
qian,19692,Polka,1,1.41,0.6145,True,OK
qian,19692,Polka,2,1.4,0.6084,True,OK
qian,19692,Polka,3,1.4,0.6132,True,OK
qian,20888,Box,1,1.4,0.6077,True,OK
qian,20888,Box,2,1.43,0.6087,True,OK
qian,20888,Box,3,1.41,0.6085,True,OK
qian,20888,Octagon,1,1.43,0.6124,True,OK
qian,20888,Octagon,2,1.41,0.6111,True,OK
qian,20888,Octagon,3,1.41,0.621,True,OK
qian,20888,Polka,1,1.42,0.613,True,OK
qian,20888,Polka,2,1.41,0.6145,True,OK
qian,20888,Polka,3,1.42,0.613,True,OK
qian,20930,Box,1,0.99,0.0,False,OK
qian,21162,Box,1,1.4,0.6045,True,OK
qian,21162,Box,2,1.39,0.606,True,OK
qian,21162,Box,3,1.38,0.6064,True,OK
qian,21162,Octagon,1,1.39,0.6057,True,OK
qian,21162,Octagon,2,1.4,0.6055,True,OK
qian,21162,Octagon,3,1.45,0.6065,True,OK
qian,21162,Polka,1,1.4,0.6074,True,OK
qian,21162,Polka,2,1.41,0.6059,True,OK
qian,21162,Polka,3,1.39,0.607,True,OK
qian,22155,Box,1,0.57,0.0,False,OK
qian,22256,Box,1,0.78,0.0,False,OK
qian,22272,Box,1,1.0,0.0,False,OK
qian,22734,Box,1,1.42,0.6065,True,OK
qian,22734,Box,2,1.4,0.6072,True,OK
qian,22734,Box,3,1.39,0.6045,True,OK
qian,22734,Octagon,1,1.41,0.6186,True,OK
qian,22734,Octagon,2,1.41,0.6132,True,OK
qian,22734,Octagon,3,1.41,0.6142,True,OK
qian,22734,Polka,1,1.4,0.6099,True,OK
qian,22734,Polka,2,1.42,0.6078,True,OK
qian,22734,Polka,3,1.43,0.6091,True,OK
qian,28101,Box,1,1.45,0.6094,True,OK
qian,28101,Box,2,1.41,0.6091,True,OK
qian,28101,Box,3,1.41,0.609,True,OK
qian,28101,Octagon,1,1.44,0.6244,True,OK
qian,28101,Octagon,2,1.42,0.6272,True,OK
qian,28101,Octagon,3,1.43,0.6236,True,OK
qian,28101,Polka,1,1.42,0.613,True,OK
qian,28101,Polka,2,1.42,0.613,True,OK
qian,28101,Polka,3,1.42,0.6244,True,OK
qian,29084,Box,1,0.77,0.0,False,OK
qian,29409,Box,1,0.78,0.0,False,OK
qian,30343,Box,1,0.59,0.0,False,OK
qian,30507,Box,1,0.77,0.0,False,OK
qian,30813,Box,1,1.02,0.0,False,OK
qian,30925,Box,1,0.79,0.0,False,OK
qian,30939,Box,1,0.69,0.0,False,ERR
qian,30963,Box,1,0.67,0.0,False,ERR
qian,30976,Box,1,0.77,0.0,False,OK
qian,31551,Box,1,0.57,0.0,False,OK
qian,31867,Box,1,0.77,0.0,False,OK
qian,31892,Box,1,0.78,0.0,False,OK
qian,33217,Box,1,0.68,0.0,False,ERR
qian,33575,Box,1,0.8,0.0,False,OK
qian,33638,Box,1,0.78,0.0,False,OK
qian,33711,Box,1,0.79,0.0,False,OK
qian,33974,Box,1,1.83,0.8198,True,OK
qian,33974,Box,2,1.81,0.8103,True,OK
qian,33974,Box,3,1.84,0.8119,True,OK
qian,33974,Octagon,1,1.84,0.8238,True,OK
qian,33974,Octagon,2,1.85,0.8297,True,OK
qian,33974,Octagon,3,1.85,0.8391,True,OK
qian,33974,Polka,1,1.84,0.8229,True,OK
qian,33974,Polka,2,1.84,0.8207,True,OK
qian,33974,Polka,3,1.84,0.8205,True,OK
qian,34068,Box,1,0.58,0.0,False,OK
qian,34272,Box,1,0.57,0.0,False,OK
qian,34442,Box,1,1.62,0.6127,True,OK
qian,34442,Box,2,1.7,0.6139,True,OK
qian,34442,Box,3,1.65,0.6129,True,OK
qian,34442,Octagon,1,1.75,0.6731,True,OK
qian,34442,Octagon,2,1.77,0.6833,True,OK
qian,34442,Octagon,3,1.77,0.6676,True,OK
qian,34442,Polka,1,1.75,0.6518,True,OK
qian,34442,Polka,2,1.74,0.6323,True,OK
qian,34442,Polka,3,1.73,0.6263,True,OK
qian,34575,Box,1,1.41,0.6072,True,OK
qian,34575,Box,2,1.41,0.6092,True,OK
qian,34575,Box,3,1.42,0.6101,True,OK
qian,34575,Octagon,1,1.41,0.6169,True,OK
qian,34575,Octagon,2,1.43,0.622,True,OK
qian,34575,Octagon,3,1.43,0.6244,True,OK
qian,34575,Polka,1,1.42,0.6122,True,OK
qian,34575,Polka,2,1.4,0.612,True,OK
qian,34575,Polka,3,1.41,0.6131,True,OK
qian,34725,Box,1,0.77,0.0,False,OK
qian,35257,Box,1,0.69,0.0,False,ERR
qian,35268,Box,1,0.99,0.0,False,OK
qian,35322,Box,1,1.03,0.0,False,OK
qian,35358,Box,1,0.57,0.0,False,OK
qian,3554,Box,1,1.4,0.6075,True,OK
qian,3554,Box,2,1.41,0.6069,True,OK
qian,3554,Box,3,1.4,0.6057,True,OK
qian,3554,Octagon,1,1.41,0.6139,True,OK
qian,3554,Octagon,2,1.41,0.6143,True,OK
qian,3554,Octagon,3,1.4,0.6102,True,OK
qian,3554,Polka,1,1.39,0.6106,True,OK
qian,3554,Polka,2,1.42,0.6133,True,OK
qian,3554,Polka,3,1.42,0.6098,True,OK
qian,3555,Box,1,1.39,0.6034,True,OK
qian,3555,Box,2,1.39,0.6039,True,OK
qian,3555,Box,3,1.39,0.6047,True,OK
qian,3555,Octagon,1,1.41,0.6056,True,OK
qian,3555,Octagon,2,1.39,0.6077,True,OK
qian,3555,Octagon,3,1.4,0.6072,True,OK
qian,3555,Polka,1,1.39,0.6054,True,OK
qian,3555,Polka,2,1.4,0.6075,True,OK
qian,3555,Polka,3,1.4,0.6067,True,OK
qian,35551,Box,1,0.77,0.0,False,OK
qian,35897,Box,1,0.8,0.0,False,OK
qian,36451,Box,1,0.67,0.0,False,ERR
qian,36737,Box,1,0.79,0.0,False,OK
qian,36852,Box,1,1.44,0.6098,True,OK
qian,36852,Box,2,1.45,0.6081,True,OK
qian,36852,Box,3,1.45,0.6112,True,OK
qian,36852,Octagon,1,1.46,0.627,True,OK
qian,36852,Octagon,2,1.47,0.6323,True,OK
qian,36852,Octagon,3,1.45,0.6273,True,OK
qian,36852,Polka,1,1.46,0.6148,True,OK
qian,36852,Polka,2,1.47,0.6174,True,OK
qian,36852,Polka,3,1.46,0.6156,True,OK
qian,37017,Box,1,1.02,0.0,False,OK
qian,37274,Box,1,1.44,0.6123,True,OK
qian,37274,Box,2,1.44,0.606,True,OK
qian,37274,Box,3,1.41,0.6065,True,OK
qian,37274,Octagon,1,1.45,0.6327,True,OK
qian,37274,Octagon,2,1.49,0.6247,True,OK
qian,37274,Octagon,3,1.46,0.6509,True,OK
qian,37274,Polka,1,1.43,0.6276,True,OK
qian,37274,Polka,2,1.43,0.6135,True,OK
qian,37274,Polka,3,1.43,0.6133,True,OK
qian,37390,Box,1,1.43,0.6063,True,OK
qian,37390,Box,2,1.4,0.6063,True,OK
qian,37390,Box,3,1.41,0.6065,True,OK
qian,37390,Octagon,1,1.41,0.6088,True,OK
qian,37390,Octagon,2,1.43,0.6095,True,OK
qian,37390,Octagon,3,1.4,0.6116,True,OK
qian,37390,Polka,1,1.4,0.6104,True,OK
qian,37390,Polka,2,1.41,0.6081,True,OK
qian,37390,Polka,3,1.41,0.6094,True,OK
qian,37514,Box,1,1.21,0.0,False,OK
qian,37683,Box,1,1.45,0.6082,True,OK
qian,37683,Box,2,1.44,0.6122,True,OK
qian,37683,Box,3,1.43,0.6147,True,OK
qian,37683,Octagon,1,1.42,0.6152,True,OK
qian,37683,Octagon,2,1.43,0.6152,True,OK
qian,37683,Octagon,3,1.42,0.6147,True,OK
qian,37683,Polka,1,1.42,0.6138,True,OK
qian,37683,Polka,2,1.44,0.6234,True,OK
qian,37683,Polka,3,1.45,0.6141,True,OK
qian,37684,Box,1,0.58,0.0,False,OK
qian,3772,Box,1,0.78,0.0,False,OK
qian,38096,Box,1,1.42,0.6081,True,OK
qian,38096,Box,2,1.43,0.6093,True,OK
qian,38096,Box,3,1.43,0.6109,True,OK
qian,38096,Octagon,1,1.44,0.6204,True,OK
qian,38096,Octagon,2,1.45,0.6327,True,OK
qian,38096,Octagon,3,1.43,0.6158,True,OK
qian,38096,Polka,1,1.43,0.6165,True,OK
qian,38096,Polka,2,1.43,0.6271,True,OK
qian,38096,Polka,3,1.43,0.6151,True,OK
qian,38239,Box,1,0.99,0.0,False,OK
qian,38709,Box,1,0.81,0.0,False,OK
qian,38727,Box,1,0.79,0.0,False,OK
qian,38888,Box,1,0.57,0.0,False,OK
qian,38925,Box,1,0.58,0.0,False,ERR
qian,38983,Box,1,0.78,0.0,False,OK
qian,39091,Box,1,1.0,0.0,False,OK
qian,39095,Box,1,1.32,0.0,False,OK
qian,39114,Box,1,0.67,0.0,False,ERR
qian,39425,Box,1,0.79,0.0,False,OK
qian,3952,Box,1,0.68,0.0,False,ERR
qian,39559,Box,1,1.04,0.0,False,OK
qian,39583,Box,1,1.03,0.0,False,OK
qian,39631,Box,1,0.77,0.0,False,OK
qian,39845,Box,1,0.68,0.0,False,ERR
qian,40154,Box,1,1.43,0.6064,True,OK
qian,40154,Box,2,1.41,0.6084,True,OK
qian,40154,Box,3,1.4,0.6049,True,OK
qian,40154,Octagon,1,1.41,0.6183,True,OK
qian,40154,Octagon,2,1.41,0.6154,True,OK
qian,40154,Octagon,3,1.41,0.6208,True,OK
qian,40154,Polka,1,1.4,0.6089,True,OK
qian,40154,Polka,2,1.41,0.6085,True,OK
qian,40154,Polka,3,1.4,0.6099,True,OK
qian,40155,Box,1,0.59,0.0,False,OK
qian,40252,Box,1,0.77,0.0,False,OK
qian,40419,Box,1,0.8,0.0,False,OK
qian,40497,Box,1,0.78,0.0,False,OK
qian,40535,Box,1,0.81,0.0,False,OK
qian,40539,Box,1,0.8,0.0,False,OK
qian,40587,Box,1,0.8,0.0,False,OK
qian,40665,Box,1,0.77,0.0,False,OK
qian,40735,Box,1,10.69,10.1279,True,OK
qian,40735,Box,2,10.69,10.1344,True,OK
qian,40735,Box,3,10.69,10.1197,True,OK
qian,40735,Octagon,1,10.84,10.271,True,OK
qian,40735,Octagon,2,10.87,10.2707,True,OK
qian,40735,Octagon,3,10.85,10.2589,True,OK
qian,40735,Polka,1,10.79,10.2018,True,OK
qian,40735,Polka,2,10.8,10.2085,True,OK
qian,40735,Polka,3,10.81,10.2067,True,OK
qian,40737,Box,1,10.87,10.1124,True,OK
qian,40737,Box,2,10.89,10.124,True,OK
qian,40737,Box,3,10.88,10.1131,True,OK
qian,40737,Octagon,1,11.11,10.3081,True,OK
qian,40737,Octagon,2,11.17,10.359,True,OK
qian,40737,Octagon,3,11.18,10.3383,True,OK
qian,40737,Polka,1,11.01,10.2052,True,OK
qian,40737,Polka,2,11.02,10.231,True,OK
qian,40737,Polka,3,11.0,10.2123,True,OK
qian,40739,Box,1,0.56,0.0,False,OK
qian,40740,Box,1,1.41,0.6091,True,OK
qian,40740,Box,2,1.43,0.6063,True,OK
qian,40740,Box,3,1.42,0.6074,True,OK
qian,40740,Octagon,1,1.41,0.6128,True,OK
qian,40740,Octagon,2,1.41,0.6149,True,OK
qian,40740,Octagon,3,1.42,0.6277,True,OK
qian,40740,Polka,1,1.42,0.6145,True,OK
qian,40740,Polka,2,1.4,0.6095,True,OK
qian,40740,Polka,3,1.42,0.6079,True,OK
qian,40741,Box,1,0.79,0.0,False,OK
qian,40742,Box,1,10.66,10.1089,True,OK
qian,40742,Box,2,10.7,10.1379,True,OK
qian,40742,Box,3,10.7,10.1316,True,OK
qian,40742,Octagon,1,10.87,10.2887,True,OK
qian,40742,Octagon,2,10.87,10.2891,True,OK
qian,40742,Octagon,3,10.87,10.3012,True,OK
qian,40742,Polka,1,10.77,10.172,True,OK
qian,40742,Polka,2,10.76,10.1961,True,OK
qian,40742,Polka,3,10.77,10.2065,True,OK
qian,40743,Box,1,0.96,0.0,False,OK
qian,40744,Box,1,1.42,0.6065,True,OK
qian,40744,Box,2,1.41,0.6065,True,OK
qian,40744,Box,3,1.43,0.6078,True,OK
qian,40744,Octagon,1,1.45,0.6163,True,OK
qian,40744,Octagon,2,1.42,0.6176,True,OK
qian,40744,Octagon,3,1.42,0.6199,True,OK
qian,40744,Polka,1,1.43,0.6143,True,OK
qian,40744,Polka,2,1.42,0.6136,True,OK
qian,40744,Polka,3,1.43,0.6248,True,OK
qian,40747,Box,1,11.14,10.1642,True,OK
qian,40747,Box,2,11.17,10.1598,True,OK
qian,40747,Box,3,11.15,10.1608,True,OK
qian,40747,Octagon,1,11.57,10.4881,True,OK
qian,40747,Octagon,2,11.5,10.4503,True,OK
qian,40747,Octagon,3,11.5,10.4989,True,OK
qian,40747,Polka,1,11.3,10.3107,True,OK
qian,40747,Polka,2,11.36,10.3757,True,OK
qian,40747,Polka,3,11.32,10.3386,True,OK
qian,40756,Box,1,10.92,10.1441,True,OK
qian,40756,Box,2,10.92,10.1353,True,OK
qian,40756,Box,3,10.91,10.1349,True,OK
qian,40756,Octagon,1,11.05,10.2684,True,OK
qian,40756,Octagon,2,11.07,10.2707,True,OK
qian,40756,Octagon,3,11.1,10.3081,True,OK
qian,40756,Polka,1,11.04,10.2059,True,OK
qian,40756,Polka,2,11.03,10.2253,True,OK
qian,40756,Polka,3,11.0,10.215,True,OK
qian,419,Box,1,0.77,0.0,False,OK
qian,42,Box,1,0.75,0.0,False,OK
qian,4587,Box,1,0.77,0.0,False,OK
qian,4588,Box,1,0.78,0.0,False,OK
qian,4717,Box,1,0.57,0.0,False,OK
qian,4882,Box,1,0.89,0.0,False,ERR
qian,4922,Box,1,0.79,0.0,False,OK
qian,50001,Box,1,0.98,0.623,True,OK
qian,50001,Box,2,0.98,0.6232,True,OK
qian,50001,Box,3,0.99,0.6235,True,OK
qian,50001,Octagon,1,1.0,0.6403,True,OK
qian,50001,Octagon,2,0.99,0.6392,True,OK
qian,50001,Octagon,3,0.98,0.6289,True,OK
qian,50001,Polka,1,0.98,0.6245,True,OK
qian,50001,Polka,2,0.98,0.6294,True,OK
qian,50001,Polka,3,0.98,0.6273,True,OK
qian,5132,Box,1,0.56,0.0,False,OK
qian,5259,Box,1,0.68,0.0,False,ERR
qian,578,Box,1,0.69,0.0,False,ERR
qian,6149,Box,1,1.39,0.606,True,OK
qian,6149,Box,2,1.39,0.6066,True,OK
qian,6149,Box,3,1.4,0.6077,True,OK
qian,6149,Octagon,1,1.4,0.6062,True,OK
qian,6149,Octagon,2,1.39,0.6079,True,OK
qian,6149,Octagon,3,1.39,0.6063,True,OK
qian,6149,Polka,1,1.39,0.6074,True,OK
qian,6149,Polka,2,1.4,0.6095,True,OK
qian,6149,Polka,3,1.4,0.6088,True,OK
qian,6199,Box,1,0.58,0.0,False,OK
qian,6272,Box,1,0.81,0.0,False,OK
qian,6348,Box,1,0.76,0.0,False,OK
qian,6534,Box,1,0.77,0.0,False,OK
qian,711,Box,1,1.44,0.6096,True,OK
qian,711,Box,2,1.4,0.6053,True,OK
qian,711,Box,3,1.4,0.6047,True,OK
qian,711,Octagon,1,1.42,0.6098,True,OK
qian,711,Octagon,2,1.4,0.6083,True,OK
qian,711,Octagon,3,1.41,0.6067,True,OK
qian,711,Polka,1,1.43,0.6075,True,OK
qian,711,Polka,2,1.42,0.6147,True,OK
qian,711,Polka,3,1.42,0.609,True,OK
qian,738,Box,1,0.78,0.0,False,OK
qian,798,Box,1,1.81,0.8093,True,OK
qian,798,Box,2,1.81,0.811,True,OK
qian,798,Box,3,1.81,0.8097,True,OK
qian,798,Octagon,1,1.82,0.8146,True,OK
qian,798,Octagon,2,1.81,0.817,True,OK
qian,798,Octagon,3,1.82,0.8197,True,OK
qian,798,Polka,1,1.82,0.8141,True,OK
qian,798,Polka,2,1.82,0.8142,True,OK
qian,798,Polka,3,1.81,0.816,True,OK
qian,8025,Box,1,0.56,0.0,False,OK
qian,8141,Box,1,0.77,0.0,False,OK
qian,8826,Box,1,0.57,0.0,False,OK
qian,9560,Box,1,0.77,0.0,False,OK
qian,9820,Box,1,0.76,0.0,False,OK
qian,1014,Box,1,0.99,0.4022,True,OK
qian,1014,Box,2,0.98,0.4027,True,OK
qian,1014,Box,3,1.0,0.4041,True,OK
qian,1014,Octagon,1,0.99,0.4065,True,OK
qian,1014,Octagon,2,0.99,0.4064,True,OK
qian,1014,Octagon,3,0.98,0.4052,True,OK
qian,1014,Polka,1,1.0,0.405,True,OK
qian,1014,Polka,2,0.99,0.405,True,OK
qian,1014,Polka,3,0.99,0.4083,True,OK
qian,10146,Box,1,0.99,0.0,False,OK
qian,1015,Box,1,0.81,0.0,False,OK
qian,10295,Box,1,0.68,0.0,False,ERR
qian,10369,Box,1,1.84,0.8093,True,OK
qian,10369,Box,2,1.87,0.824,True,OK
qian,10369,Box,3,1.84,0.8077,True,OK
qian,10369,Octagon,1,1.83,0.82,True,OK
qian,10369,Octagon,2,1.87,0.8335,True,OK
qian,10369,Octagon,3,1.85,0.8348,True,OK
qian,10369,Polka,1,1.83,0.8132,True,OK
qian,10369,Polka,2,1.87,0.8363,True,OK
qian,10369,Polka,3,1.83,0.8219,True,OK
qian,1057,Box,1,1.4,0.6055,True,OK
qian,1057,Box,2,1.4,0.6069,True,OK
qian,1057,Box,3,1.41,0.6071,True,OK
qian,1057,Octagon,1,1.41,0.6138,True,OK
qian,1057,Octagon,2,1.41,0.6161,True,OK
qian,1057,Octagon,3,1.4,0.6103,True,OK
qian,1057,Polka,1,1.4,0.609,True,OK
qian,1057,Polka,2,1.41,0.6101,True,OK
qian,1057,Polka,3,1.41,0.6087,True,OK
qian,10736,Box,1,0.69,0.0,False,ERR
qian,11064,Box,1,0.99,0.4041,True,OK
qian,11064,Box,2,0.99,0.4024,True,OK
qian,11064,Box,3,1.0,0.4046,True,OK
qian,11064,Octagon,1,0.99,0.4062,True,OK
qian,11064,Octagon,2,0.98,0.406,True,OK
qian,11064,Octagon,3,1.0,0.4062,True,OK
qian,11064,Polka,1,1.0,0.4079,True,OK
qian,11064,Polka,2,1.0,0.4095,True,OK
qian,11064,Polka,3,0.99,0.4066,True,OK
qian,1115,Box,1,1.48,0.6069,True,OK
qian,1115,Box,2,1.43,0.6098,True,OK
qian,1115,Box,3,1.4,0.6056,True,OK
qian,1115,Octagon,1,1.43,0.6105,True,OK
qian,1115,Octagon,2,1.43,0.613,True,OK
qian,1115,Octagon,3,1.44,0.6154,True,OK
qian,1115,Polka,1,1.41,0.6111,True,OK
qian,1115,Polka,2,1.41,0.6133,True,OK
qian,1115,Polka,3,1.42,0.6091,True,OK
qian,11457,Box,1,1.01,0.4059,True,OK
qian,11457,Box,2,0.98,0.4041,True,OK
qian,11457,Box,3,0.99,0.4056,True,OK
qian,11457,Octagon,1,1.01,0.4228,True,OK
qian,11457,Octagon,2,0.99,0.4106,True,OK
qian,11457,Octagon,3,1.02,0.418,True,OK
qian,11457,Polka,1,0.99,0.406,True,OK
qian,11457,Polka,2,1.0,0.4077,True,OK
qian,11457,Polka,3,1.0,0.4111,True,OK
qian,1182,Box,1,1.42,0.6095,True,OK
qian,1182,Box,2,1.42,0.6177,True,OK
qian,1182,Box,3,1.42,0.6124,True,OK
qian,1182,Octagon,1,1.44,0.6157,True,OK
qian,1182,Octagon,2,1.45,0.6282,True,OK
qian,1182,Octagon,3,1.43,0.6222,True,OK
qian,1182,Polka,1,1.43,0.6185,True,OK
qian,1182,Polka,2,1.44,0.6173,True,OK
qian,1182,Polka,3,1.42,0.615,True,OK
qian,1226,Box,1,0.89,0.0,False,ERR
qian,12292,Box,1,1.81,0.8095,True,OK
qian,12292,Box,2,1.81,0.8061,True,OK
qian,12292,Box,3,1.82,0.8061,True,OK
qian,12292,Octagon,1,1.81,0.8139,True,OK
qian,12292,Octagon,2,1.82,0.8127,True,OK
qian,12292,Octagon,3,1.83,0.8157,True,OK
qian,12292,Polka,1,1.8,0.8138,True,OK
qian,12292,Polka,2,1.81,0.8117,True,OK
qian,12292,Polka,3,1.81,0.8141,True,OK
qian,12321,Box,1,1.84,0.8081,True,OK
qian,12321,Box,2,1.81,0.8137,True,OK
qian,12321,Box,3,1.83,0.8142,True,OK
qian,12321,Octagon,1,1.82,0.8285,True,OK
qian,12321,Octagon,2,1.84,0.8202,True,OK
qian,12321,Octagon,3,1.83,0.8375,True,OK
qian,12321,Polka,1,1.81,0.8165,True,OK
qian,12321,Polka,2,1.81,0.82,True,OK
qian,12321,Polka,3,1.81,0.8149,True,OK
qian,12393,Box,1,1.01,0.4048,True,OK
qian,12393,Box,2,1.0,0.4086,True,OK
qian,12393,Box,3,0.98,0.4053,True,OK
qian,12393,Octagon,1,1.0,0.4104,True,OK
qian,12393,Octagon,2,1.0,0.4109,True,OK
qian,12393,Octagon,3,1.0,0.4107,True,OK
qian,12393,Polka,1,0.99,0.411,True,OK
qian,12393,Polka,2,0.99,0.4103,True,OK
qian,12393,Polka,3,1.01,0.4077,True,OK
qian,12465,Box,1,0.99,0.4058,True,OK
qian,12465,Box,2,1.0,0.4046,True,OK
qian,12465,Box,3,0.99,0.405,True,OK
qian,12465,Octagon,1,0.99,0.4117,True,OK
qian,12465,Octagon,2,0.99,0.4114,True,OK
qian,12465,Octagon,3,1.01,0.4092,True,OK
qian,12465,Polka,1,0.99,0.4065,True,OK
qian,12465,Polka,2,1.01,0.4086,True,OK
qian,12465,Polka,3,0.99,0.4071,True,OK
qian,12466,Box,1,1.0,0.4047,True,OK
qian,12466,Box,2,1.0,0.4088,True,OK
qian,12466,Box,3,1.0,0.4052,True,OK
qian,12466,Octagon,1,1.0,0.413,True,OK
qian,12466,Octagon,2,1.02,0.4235,True,OK
qian,12466,Octagon,3,1.02,0.4133,True,OK
qian,12466,Polka,1,1.0,0.4087,True,OK
qian,12466,Polka,2,1.0,0.4082,True,OK
qian,12466,Polka,3,1.01,0.4095,True,OK
qian,1256,Box,1,0.19,0.0,False,OK
qian,1284,Box,1,0.57,0.2013,True,OK
qian,1284,Box,2,0.56,0.2017,True,OK
qian,1284,Box,3,0.56,0.2021,True,OK
qian,1284,Octagon,1,0.57,0.2012,True,OK
qian,1284,Octagon,2,0.57,0.2023,True,OK
qian,1284,Octagon,3,0.57,0.2019,True,OK
qian,1284,Polka,1,0.57,0.2014,True,OK
qian,1284,Polka,2,0.56,0.2024,True,OK
qian,1284,Polka,3,0.57,0.2019,True,OK
qian,12841,Box,1,2.24,1.0236,True,OK
qian,12841,Box,2,2.22,1.013,True,OK
qian,12841,Box,3,2.24,1.0132,True,OK
qian,12841,Octagon,1,2.23,1.0273,True,OK
qian,12841,Octagon,2,2.24,1.0175,True,OK
qian,12841,Octagon,3,2.24,1.0192,True,OK
qian,12841,Polka,1,2.24,1.019,True,OK
qian,12841,Polka,2,2.24,1.0148,True,OK
qian,12841,Polka,3,2.25,1.0272,True,OK
qian,12894,Box,1,1.39,0.6053,True,OK
qian,12894,Box,2,1.4,0.6055,True,OK
qian,12894,Box,3,1.39,0.6057,True,OK
qian,12894,Octagon,1,1.43,0.6192,True,OK
qian,12894,Octagon,2,1.42,0.6239,True,OK
qian,12894,Octagon,3,1.41,0.6232,True,OK
qian,12894,Polka,1,1.4,0.6109,True,OK
qian,12894,Polka,2,1.41,0.6107,True,OK
qian,12894,Polka,3,1.4,0.6109,True,OK
qian,12898,Box,1,1.84,0.813,True,OK
qian,12898,Box,2,1.84,0.8122,True,OK
qian,12898,Box,3,1.86,0.811,True,OK
qian,12898,Octagon,1,1.86,0.8487,True,OK
qian,12898,Octagon,2,1.91,0.8728,True,OK
qian,12898,Octagon,3,1.88,0.8513,True,OK
qian,12898,Polka,1,1.85,0.8217,True,OK
qian,12898,Polka,2,1.86,0.821,True,OK
qian,12898,Polka,3,1.86,0.8208,True,OK
qian,12919,Box,1,1.4,0.6043,True,OK
qian,12919,Box,2,1.39,0.6057,True,OK
qian,12919,Box,3,1.4,0.6084,True,OK
qian,12919,Octagon,1,1.41,0.6209,True,OK
qian,12919,Octagon,2,1.4,0.6129,True,OK
qian,12919,Octagon,3,1.4,0.6099,True,OK
qian,12919,Polka,1,1.41,0.6102,True,OK
qian,12919,Polka,2,1.4,0.6109,True,OK
qian,12919,Polka,3,1.4,0.6111,True,OK
qian,12998,Box,1,1.41,0.6077,True,OK
qian,12998,Box,2,1.41,0.607,True,OK
qian,12998,Box,3,1.41,0.6069,True,OK
qian,12998,Octagon,1,1.43,0.6129,True,OK
qian,12998,Octagon,2,1.43,0.6111,True,OK
qian,12998,Octagon,3,1.45,0.6161,True,OK
qian,12998,Polka,1,1.43,0.6156,True,OK
qian,12998,Polka,2,1.44,0.6098,True,OK
qian,12998,Polka,3,1.42,0.6099,True,OK
qian,1318,Box,1,1.81,0.8104,True,OK
qian,1318,Box,2,1.82,0.8093,True,OK
qian,1318,Box,3,1.82,0.8169,True,OK
qian,1318,Octagon,1,1.84,0.836,True,OK
qian,1318,Octagon,2,1.83,0.8292,True,OK
qian,1318,Octagon,3,1.83,0.8201,True,OK
qian,1318,Polka,1,1.82,0.8164,True,OK
qian,1318,Polka,2,1.81,0.8309,True,OK
qian,1318,Polka,3,1.82,0.8176,True,OK
qian,1319,Box,1,1.85,0.806,True,OK
qian,1319,Box,2,1.87,0.8116,True,OK
qian,1319,Box,3,1.82,0.8076,True,OK
qian,1319,Octagon,1,1.81,0.8216,True,OK
qian,1319,Octagon,2,1.82,0.8255,True,OK
qian,1319,Octagon,3,1.84,0.8163,True,OK
qian,1319,Polka,1,1.82,0.8179,True,OK
qian,1319,Polka,2,1.81,0.8138,True,OK
qian,1319,Polka,3,1.8,0.818,True,OK
qian,13293,Box,1,1.89,0.8092,True,OK
