filename,reentrancy,overflow,timestamp,tod,duration_s,exit_status,solc_version,raw_output_path
timestamp/1014.sol,0,0,1,0,0.8,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__1014.txt
timestamp/10146.sol,0,0,1,0,0.9,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__10146.txt
timestamp/1015.sol,0,0,0,0,1.0,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__1015.txt
timestamp/10233.sol,0,0,0,0,0.9,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__10233.txt
timestamp/10295.sol,0,0,1,0,0.8,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__10295.txt
timestamp/10342.sol,0,0,0,0,1.0,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__10342.txt
timestamp/10369.sol,0,0,1,0,1.0,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__10369.txt
timestamp/10547.sol,0,0,0,0,1.0,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__10547.txt
timestamp/1057.sol,0,0,1,0,0.8,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__1057.txt
timestamp/10736.sol,0,0,1,0,0.6,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__10736.txt
timestamp/10855.sol,0,0,0,0,0.8,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__10855.txt
timestamp/11064.sol,0,0,1,0,0.8,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11064.txt
timestamp/1115.sol,0,0,1,0,0.9,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__1115.txt
timestamp/11159.sol,0,0,0,0,0.9,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11159.txt
timestamp/11243.sol,0,0,1,0,0.8,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11243.txt
timestamp/11323.sol,0,0,1,0,0.8,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11323.txt
timestamp/11330.sol,0,0,0,0,1.0,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11330.txt
timestamp/11346.sol,0,0,0,0,0.9,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11346.txt
timestamp/11457.sol,0,0,1,0,0.9,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11457.txt
timestamp/11798.sol,0,0,0,0,1.0,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11798.txt
timestamp/1181.sol,0,0,0,0,1.0,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__1181.txt
timestamp/1182.sol,0,0,1,0,1.0,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__1182.txt
timestamp/1183.sol,0,0,1,0,0.9,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__1183.txt
timestamp/11931.sol,0,0,1,0,0.8,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11931.txt
timestamp/11964.sol,0,0,0,0,0.7,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__11964.txt
timestamp/12044.sol,0,0,0,0,0.9,OK,auto,results/ours/qian/qian_timestamp/raw_output/timestamp__12044.txt
