[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Analysis started at: 2026-06-21 07:16:33 PM
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Callgraph generation started!
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Callgraph generation finished!
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Interprocedural CFG generation started!
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Interprocedural CFG generation finished!
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Storage dependency graph generation started!
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Storage dependency graph generation finished!
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Value Range Analysis started
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for constructor
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for constructor
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function constructor
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for owner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for owner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function owner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for master
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for master
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function master
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for isOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for isOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function isOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for isMaster
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for isMaster
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function isMaster
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for isStopped
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for isStopped
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function isStopped
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for _transferOwnership
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for _transferOwnership
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function _transferOwnership
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for _transferMasterRole
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for _transferMasterRole
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function _transferMasterRole
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for _stop
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for _stop
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function _stop
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for _start
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for _start
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function _start
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for onlyOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for onlyOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function onlyOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for constructor
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for constructor
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function constructor
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for owner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for owner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function owner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for master
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for master
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function master
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for isOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for isOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function isOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for isMaster
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for isMaster
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function isMaster
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for isStopped
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for isStopped
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function isStopped
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for _transferOwnership
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for _transferOwnership
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function _transferOwnership
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for _transferMasterRole
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for _transferMasterRole
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function _transferMasterRole
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for _stop
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for _stop
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function _stop
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for _start
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for _start
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function _start
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for version
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for version
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function version
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for getAddress
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for getAddress
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function getAddress
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for onlyOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for onlyOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function onlyOwner
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for onlyWhenNotStopped
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for onlyWhenNotStopped
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function onlyWhenNotStopped
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for onlyMaster
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for onlyMaster
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | State variable assignement do not exist
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function onlyMaster
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for transferOwnership
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for transferOwnership
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function transferOwnership
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for transferMasterRole
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Return summary generated for transferMasterRole
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Range graph generated
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Processed function transferMasterRole
[INFO] | 2026-06-21 07:16:33 PM | analyzer.7      | Generating return summary for stop
